sale_date,location,age,gender,household_income,flavor,units_sold,unit_price_usd,revenue_usd,profit_margin_pct,profit_usd,month,season_mult,price_adj_loc
2025-03-26,France,28,Female,42100.0,Salted Caramel,2,3.5,7.0,14.18,0.99,3,1.0,0.15
2025-08-21,UK,25,Male,44600.0,Salted Caramel,5,3.55,21.3,14.13,3.01,8,1.2,0.2
2025-11-27,Brazil,45,Male,39900.0,Coffee,4,3.55,12.78,12.25,1.57,11,0.9,-0.1
2025-03-04,Netherlands,26,Male,110700.0,Salted Caramel,1,3.45,3.45,14.03,0.48,3,1.0,0.1
2025-10-25,France,34,Female,31200.0,Stracciatella,1,3.77,3.39,15.34,0.52,10,0.9,0.15
2025-10-17,France,59,Male,16000.0,Cookies & Cream,2,3.23,5.81,13.0,0.76,10,0.9,0.15
2025-11-16,France,51,Male,43400.0,Mint,1,3.96,3.56,14.29,0.51,11,0.9,0.15
2025-10-25,Spain,50,Male,33400.0,Stracciatella,1,3.67,3.3,15.34,0.51,10,0.9,0.05
2025-12-17,Canada,31,Male,47900.0,Berry,4,4.03,14.51,14.11,2.05,12,0.9,0.25
2025-08-15,Canada,45,Prefer not to say,56400.0,Mint,1,4.06,4.87,14.22,0.69,8,1.2,0.25
2025-09-30,Australia,34,Female,35700.0,Coffee,2,3.9,7.8,12.33,0.96,9,1.0,0.25
2025-08-26,USA,35,Female,45200.0,Stracciatella,1,3.92,4.7,15.21,0.71,8,1.2,0.3
2025-07-27,Australia,43,Male,39000.0,Coffee,1,3.9,4.68,12.33,0.58,7,1.2,0.25
2025-07-25,Germany,29,Female,89000.0,Pistachio,6,3.98,28.66,12.88,3.69,7,1.2,0.1
2025-05-23,Brazil,58,Male,30200.0,Berry,4,3.68,16.19,14.07,2.28,5,1.1,-0.1
2025-03-17,France,35,Female,25800.0,Chocolate,1,3.77,3.77,13.26,0.5,3,1.0,0.15
2026-02-17,France,46,Female,56400.0,Cookies & Cream,3,3.23,8.72,13.1,1.14,2,0.9,0.15
2025-12-29,Brazil,58,Female,22800.0,Cookies & Cream,1,2.98,2.68,13.0,0.35,12,0.9,-0.1
2025-08-01,UK,52,Female,44200.0,Chocolate,1,3.82,4.58,13.36,0.61,8,1.2,0.2
2025-12-12,USA,18,Female,33400.0,Coffee,1,3.95,3.56,12.2,0.43,12,0.9,0.3
2025-07-10,Brazil,44,Female,34500.0,Cookies & Cream,1,2.98,3.58,12.97,0.46,7,1.2,-0.1
2025-03-30,Netherlands,49,Male,122800.0,Hazelnut,2,3.54,7.08,16.28,1.15,3,1.0,0.1
2026-01-15,UK,50,Male,67300.0,Pistachio,1,4.08,3.67,12.89,0.47,1,0.9,0.2
2025-10-27,France,22,Male,60500.0,Mint,1,3.96,3.56,14.29,0.51,10,0.9,0.15
2025-12-20,UK,28,Male,47300.0,Pistachio,1,4.08,3.67,12.89,0.47,12,0.9,0.2
2025-05-24,Australia,51,Female,25700.0,Stracciatella,2,3.87,8.51,15.33,1.3,5,1.1,0.25
2025-12-17,USA,27,Male,41400.0,Mint,1,4.11,3.7,14.29,0.53,12,0.9,0.3
2025-03-25,Australia,33,Male,48600.0,Mint,2,4.06,8.12,14.3,1.16,3,1.0,0.25
2026-01-29,Australia,60,Female,40100.0,Berry,1,4.03,3.63,14.12,0.51,1,0.9,0.25
2025-07-26,Netherlands,37,Male,38100.0,Coffee,1,3.75,4.5,12.33,0.55,7,1.2,0.1
2026-01-12,Netherlands,27,Female,29800.0,Stracciatella,4,3.72,13.39,15.35,2.06,1,0.9,0.1
2025-03-12,Canada,25,Male,41600.0,Vanilla,1,4.14,4.14,14.14,0.59,3,1.0,0.25
2025-07-23,France,42,Female,27900.0,Chocolate,5,3.77,22.62,13.31,3.01,7,1.2,0.15
2025-11-02,USA,19,Female,51600.0,Cookies & Cream,1,3.38,3.04,13.0,0.4,11,0.9,0.3
2025-04-10,Netherlands,34,Female,13300.0,Chocolate,2,3.72,7.44,13.4,1.0,4,1.0,0.1
2025-05-02,France,42,Female,71600.0,Vanilla,1,4.04,4.44,14.25,0.63,5,1.1,0.15
2025-11-12,France,56,Male,18800.0,Hazelnut,2,3.59,6.46,16.32,1.05,11,0.9,0.15
2025-04-07,France,47,Prefer not to say,21300.0,Mint,3,3.96,11.88,14.26,1.69,4,1.0,0.15
2025-07-19,Spain,28,Female,44600.0,Hazelnut,6,3.49,25.13,16.27,4.09,7,1.2,0.05
2025-07-06,Germany,54,Female,47600.0,Hazelnut,4,3.54,16.99,16.29,2.77,7,1.2,0.1
2025-05-05,Canada,33,Female,102700.0,Pistachio,1,4.13,4.54,12.88,0.58,5,1.1,0.25
2026-01-08,Netherlands,20,Male,42100.0,Chocolate,2,3.72,6.7,13.34,0.89,1,0.9,0.1
2025-07-20,Canada,35,Female,35600.0,Vanilla,2,4.14,9.94,14.24,1.42,7,1.2,0.25
2025-07-17,UK,58,Male,40000.0,Coffee,1,3.85,4.62,12.33,0.57,7,1.2,0.2
2025-07-08,France,40,Male,80400.0,Salted Caramel,1,3.5,4.2,13.93,0.59,7,1.2,0.15
2025-03-06,UK,38,Male,122100.0,Salted Caramel,1,3.55,3.55,14.03,0.5,3,1.0,0.2
2025-04-25,France,60,Male,33100.0,Chocolate,3,3.77,11.31,13.35,1.51,4,1.0,0.15
2026-01-02,Canada,18,Male,47600.0,Mint,1,4.06,3.65,14.29,0.52,1,0.9,0.25
2025-05-27,UK,20,Male,35000.0,Salted Caramel,4,3.55,15.62,14.11,2.2,5,1.1,0.2
2025-12-26,Australia,18,Male,34600.0,Salted Caramel,2,3.6,6.48,14.26,0.92,12,0.9,0.25
2025-05-15,UK,43,Male,92900.0,Mint,1,4.01,4.41,14.08,0.62,5,1.1,0.2
2026-01-30,Australia,40,Male,22900.0,Chocolate,2,3.87,6.97,13.34,0.93,1,0.9,0.25
2025-10-13,USA,59,Male,11300.0,Salted Caramel,1,3.65,3.28,13.91,0.46,10,0.9,0.3
2025-09-04,Spain,41,Male,42600.0,Vanilla,6,3.94,23.64,14.22,3.36,9,1.0,0.05
2025-05-27,Italy,32,Male,66200.0,Berry,1,3.83,4.21,13.94,0.59,5,1.1,0.05
2025-07-10,France,38,Male,40500.0,Vanilla,4,4.04,19.39,14.19,2.75,7,1.2,0.15
2026-02-20,Brazil,39,Female,46700.0,Coffee,2,3.55,6.39,12.33,0.79,2,0.9,-0.1
2025-06-27,Italy,18,Female,52900.0,Mint,3,3.86,13.9,14.29,1.99,6,1.2,0.05
2025-11-02,Australia,75,Male,38400.0,Berry,4,4.03,14.51,14.11,2.05,11,0.9,0.25
2025-05-30,Australia,45,Female,48000.0,Salted Caramel,1,3.6,3.96,14.09,0.56,5,1.1,0.25
2025-11-24,Canada,40,Female,47600.0,Mint,2,4.06,7.31,14.29,1.04,11,0.9,0.25
2025-03-15,Netherlands,46,Female,13600.0,Hazelnut,3,3.54,10.62,16.28,1.73,3,1.0,0.1
2025-08-21,Italy,47,Male,38400.0,Cookies & Cream,6,3.13,22.54,13.03,2.94,8,1.2,0.05
2025-04-11,Australia,36,Male,16500.0,Cookies & Cream,3,3.33,9.99,13.1,1.31,4,1.0,0.25
2025-05-12,Germany,29,Female,35600.0,Vanilla,6,3.99,26.33,14.22,3.74,5,1.1,0.1
2025-12-28,Italy,46,Female,28300.0,Coffee,4,3.7,13.32,12.25,1.63,12,0.9,0.05
2025-05-16,Spain,43,Male,60900.0,Chocolate,4,3.67,16.15,13.31,2.15,5,1.1,0.05
2025-11-07,Netherlands,26,Male,41000.0,Vanilla,5,3.99,17.96,14.23,2.56,11,0.9,0.1
2025-09-26,Spain,57,Female,46000.0,Vanilla,2,3.94,7.88,14.27,1.12,9,1.0,0.05
2025-09-11,Germany,42,Female,33000.0,Vanilla,3,3.99,11.97,14.22,1.7,9,1.0,0.1
2025-06-28,USA,48,Male,61500.0,Chocolate,1,3.92,4.7,13.36,0.63,6,1.2,0.3
2026-01-31,Brazil,57,Male,16300.0,Vanilla,1,3.79,3.41,14.29,0.49,1,0.9,-0.1
2025-10-10,Canada,38,Male,23200.0,Hazelnut,4,3.69,13.28,16.32,2.17,10,0.9,0.25
2026-01-19,France,42,Male,69100.0,Cookies & Cream,6,3.23,17.44,13.05,2.28,1,0.9,0.15
2025-05-23,Australia,49,Male,29200.0,Cookies & Cream,1,3.33,3.66,12.98,0.48,5,1.1,0.25
2025-06-14,USA,27,Female,12400.0,Coffee,2,3.95,9.48,12.33,1.17,6,1.2,0.3
2025-12-19,Spain,38,Female,75100.0,Cookies & Cream,3,3.13,8.45,13.1,1.11,12,0.9,0.05
2025-08-22,Netherlands,39,Male,62200.0,Stracciatella,2,3.72,8.93,15.3,1.37,8,1.2,0.1
2025-03-26,Canada,24,Male,51800.0,Pistachio,1,4.13,4.13,12.89,0.53,3,1.0,0.25
2026-01-21,Netherlands,70,Male,38100.0,Chocolate,1,3.72,3.35,13.19,0.44,1,0.9,0.1
2025-07-12,Netherlands,18,Non-binary,83300.0,Chocolate,6,3.72,26.78,13.35,3.58,7,1.2,0.1
2025-04-27,UK,19,Male,68100.0,Coffee,1,3.85,3.85,12.33,0.47,4,1.0,0.2
2025-03-25,UK,56,Male,78700.0,Pistachio,1,4.08,4.08,12.89,0.53,3,1.0,0.2
2025-05-23,UK,47,Female,51400.0,Mint,2,4.01,8.82,14.32,1.26,5,1.1,0.2
2025-10-22,Canada,23,Female,38600.0,Vanilla,1,4.14,3.73,14.29,0.53,10,0.9,0.25
2025-09-19,Australia,46,Male,29700.0,Mint,1,4.06,4.06,14.17,0.58,9,1.0,0.25
2025-10-28,Australia,58,Female,19300.0,Hazelnut,1,3.69,3.32,16.13,0.54,10,0.9,0.25
2025-07-31,USA,37,Female,46700.0,Salted Caramel,6,3.65,26.28,14.14,3.72,7,1.2,0.3
2025-10-28,Spain,74,Male,48700.0,Hazelnut,1,3.49,3.14,16.13,0.51,10,0.9,0.05
2025-11-26,Spain,18,Male,30500.0,Stracciatella,1,3.67,3.3,15.34,0.51,11,0.9,0.05
2025-06-26,France,47,Female,49400.0,Chocolate,2,3.77,9.05,13.35,1.21,6,1.2,0.15
2025-09-09,USA,54,Male,30800.0,Chocolate,3,3.92,11.76,13.35,1.57,9,1.0,0.3
2026-02-11,Germany,50,Female,56000.0,Cookies & Cream,1,3.18,2.86,13.0,0.37,2,0.9,0.1
2026-02-23,UK,35,Female,23400.0,Hazelnut,1,3.64,3.28,16.13,0.53,2,0.9,0.2
2025-09-14,Germany,33,Male,21400.0,Stracciatella,1,3.72,3.72,15.19,0.57,9,1.0,0.1
2025-10-27,Germany,44,Male,32200.0,Mint,3,3.91,10.56,14.29,1.51,10,0.9,0.1
2025-07-11,France,49,Female,55000.0,Cookies & Cream,1,3.23,3.88,12.97,0.5,7,1.2,0.15
2025-05-12,Italy,46,Female,20300.0,Stracciatella,1,3.67,4.04,15.33,0.62,5,1.1,0.05
2025-11-25,Germany,52,Female,61400.0,Stracciatella,6,3.72,20.09,15.35,3.08,11,0.9,0.1
2025-10-07,Italy,23,Prefer not to say,16000.0,Hazelnut,3,3.49,9.42,16.25,1.53,10,0.9,0.05
2025-03-05,UK,34,Male,32100.0,Salted Caramel,1,3.55,3.55,14.03,0.5,3,1.0,0.2
2025-07-24,UK,24,Female,17900.0,Pistachio,3,4.08,14.69,12.88,1.89,7,1.2,0.2
2025-10-14,Netherlands,32,Female,9800.0,Salted Caramel,1,3.45,3.11,13.91,0.43,10,0.9,0.1
2025-09-10,Canada,52,Male,43600.0,Vanilla,1,4.14,4.14,14.14,0.59,9,1.0,0.25
2026-02-09,Canada,39,Male,33200.0,Pistachio,1,4.13,3.72,12.89,0.48,2,0.9,0.25
2025-08-07,Brazil,74,Male,18100.0,Chocolate,3,3.52,12.67,13.35,1.69,8,1.2,-0.1
2025-11-25,Spain,40,Female,28000.0,Hazelnut,1,3.49,3.14,16.13,0.51,11,0.9,0.05
2026-02-11,Italy,38,Prefer not to say,45300.0,Cookies & Cream,1,3.13,2.82,13.0,0.37,2,0.9,0.05
2025-03-20,Spain,39,Female,30200.0,Mint,1,3.86,3.86,14.17,0.55,3,1.0,0.05
2025-04-17,Spain,29,Female,32900.0,Pistachio,4,3.93,15.72,12.89,2.03,4,1.0,0.05
2025-11-26,UK,37,Female,29800.0,Chocolate,4,3.82,13.75,13.35,1.84,11,0.9,0.2
2026-01-19,Netherlands,53,Male,27100.0,Pistachio,2,3.98,7.16,12.89,0.92,1,0.9,0.1
2025-08-27,France,39,Male,27000.0,Pistachio,5,4.03,24.18,12.89,3.12,8,1.2,0.15
2025-10-06,Australia,26,Male,26600.0,Vanilla,1,4.14,3.73,14.29,0.53,10,0.9,0.25
2026-01-05,Netherlands,25,Male,24900.0,Mint,1,3.91,3.52,14.29,0.5,1,0.9,0.1
2026-01-26,UK,31,Female,21800.0,Mint,6,4.01,21.65,14.24,3.08,1,0.9,0.2
2025-07-16,France,39,Female,30000.0,Pistachio,2,4.03,9.67,12.89,1.25,7,1.2,0.15
2025-08-17,UK,54,Male,26400.0,Mint,1,4.01,4.81,14.22,0.68,8,1.2,0.2
2025-07-15,Brazil,19,Male,21300.0,Chocolate,1,3.52,4.22,13.36,0.56,7,1.2,-0.1
2025-07-13,UK,33,Male,53300.0,Berry,2,3.98,9.55,14.0,1.34,7,1.2,0.2
2025-04-18,Germany,40,Female,67300.0,Vanilla,2,3.99,7.98,14.27,1.14,4,1.0,0.1
2025-07-07,Canada,18,Female,36300.0,Salted Caramel,1,3.6,4.32,13.93,0.6,7,1.2,0.25
2026-01-28,Australia,26,Female,37500.0,Cookies & Cream,5,3.33,14.98,13.06,1.96,1,0.9,0.25
2025-12-23,UK,28,Male,25700.0,Stracciatella,3,3.82,10.31,15.25,1.57,12,0.9,0.2
2025-09-15,France,26,Male,61900.0,Mint,1,3.96,3.96,14.17,0.56,9,1.0,0.15
2025-10-21,UK,40,Female,86600.0,Salted Caramel,2,3.55,6.39,14.26,0.91,10,0.9,0.2
2026-02-07,Germany,35,Female,33500.0,Cookies & Cream,6,3.18,17.17,13.05,2.24,2,0.9,0.1
2025-06-30,UK,30,Female,28000.0,Hazelnut,1,3.64,4.37,16.22,0.71,6,1.2,0.2
2026-02-06,Australia,43,Female,43100.0,Stracciatella,2,3.87,6.97,15.34,1.07,2,0.9,0.25
2025-12-25,USA,62,Male,38700.0,Vanilla,1,4.19,3.77,14.29,0.54,12,0.9,0.3
2025-06-06,Netherlands,60,Non-binary,28300.0,Berry,1,3.88,4.66,14.1,0.66,6,1.2,0.1
2025-11-20,Spain,18,Male,46000.0,Salted Caramel,1,3.4,3.06,13.91,0.43,11,0.9,0.05
2025-08-18,Germany,46,Female,58100.0,Berry,2,3.88,9.31,14.0,1.3,8,1.2,0.1
2026-02-08,France,35,Male,24500.0,Pistachio,3,4.03,10.88,12.88,1.4,2,0.9,0.15
2026-02-15,USA,40,Male,129400.0,Berry,3,4.08,11.02,14.1,1.55,2,0.9,0.3
2025-05-30,UK,32,Female,16900.0,Mint,6,4.01,26.47,14.27,3.78,5,1.1,0.2
2025-08-06,Canada,39,Male,23700.0,Cookies & Cream,4,3.33,15.98,13.06,2.09,8,1.2,0.25
2025-12-04,Australia,40,Male,40800.0,Berry,1,4.03,3.63,14.12,0.51,12,0.9,0.25
2025-03-04,USA,29,Female,111700.0,Salted Caramel,1,3.65,3.65,14.03,0.51,3,1.0,0.3
2026-02-06,France,25,Male,27400.0,Pistachio,3,4.03,10.88,12.88,1.4,2,0.9,0.15
2025-03-03,France,31,Male,21300.0,Mint,3,3.96,11.88,14.26,1.69,3,1.0,0.15
2025-04-02,USA,41,Male,47800.0,Chocolate,1,3.92,3.92,13.26,0.52,4,1.0,0.3
2025-03-05,USA,46,Female,32100.0,Coffee,1,3.95,3.95,12.33,0.49,3,1.0,0.3
2025-09-25,Germany,49,Female,50600.0,Vanilla,1,3.99,3.99,14.14,0.56,9,1.0,0.1
2025-04-18,Brazil,31,Female,35100.0,Cookies & Cream,2,2.98,5.96,12.99,0.77,4,1.0,-0.1
2025-11-22,UK,41,Male,23700.0,Vanilla,4,4.09,14.72,14.21,2.09,11,0.9,0.2
2025-04-21,UK,51,Female,117500.0,Berry,1,3.98,3.98,14.02,0.56,4,1.0,0.2
2026-02-12,Spain,54,Male,8300.0,Salted Caramel,4,3.4,12.24,14.1,1.73,2,0.9,0.05
2025-10-13,Italy,37,Male,90200.0,Cookies & Cream,2,3.13,5.63,13.0,0.73,10,0.9,0.05
2025-08-25,Brazil,34,Female,57900.0,Pistachio,1,3.78,4.54,12.88,0.58,8,1.2,-0.1
2025-06-19,Australia,40,Male,25000.0,Mint,4,4.06,19.49,14.22,2.77,6,1.2,0.25
2025-07-22,UK,21,Female,92600.0,Vanilla,5,4.09,24.54,14.22,3.49,7,1.2,0.2
2025-07-05,Spain,35,Female,18300.0,Mint,1,3.86,4.63,14.22,0.66,7,1.2,0.05
2025-06-05,France,48,Female,60100.0,Vanilla,1,4.04,4.85,14.13,0.69,6,1.2,0.15
2025-03-16,Australia,46,Non-binary,12800.0,Salted Caramel,6,3.6,21.6,14.13,3.05,3,1.0,0.25
2025-03-11,Australia,34,Male,20500.0,Stracciatella,1,3.87,3.87,15.19,0.59,3,1.0,0.25
2026-01-10,UK,41,Female,20500.0,Cookies & Cream,5,3.28,14.76,13.06,1.93,1,0.9,0.2
2025-04-15,Australia,26,Male,25000.0,Cookies & Cream,1,3.33,3.33,12.99,0.43,4,1.0,0.25
2025-03-28,Australia,47,Male,36500.0,Pistachio,1,4.13,4.13,12.89,0.53,3,1.0,0.25
2025-12-28,Italy,36,Female,24000.0,Vanilla,1,3.94,3.55,14.29,0.51,12,0.9,0.05
2026-01-29,Spain,34,Female,13100.0,Mint,1,3.86,3.47,14.29,0.5,1,0.9,0.05
2025-06-18,Germany,32,Female,45800.0,Stracciatella,1,3.72,4.46,15.21,0.68,6,1.2,0.1
2025-12-30,Germany,37,Male,37200.0,Pistachio,2,3.98,7.16,12.89,0.92,12,0.9,0.1
2026-01-19,Germany,31,Male,44600.0,Chocolate,1,3.72,3.35,13.19,0.44,1,0.9,0.1
2025-04-30,Germany,47,Female,39600.0,Coffee,4,3.75,15.0,12.26,1.84,4,1.0,0.1
2026-02-24,Spain,32,Female,58500.0,Pistachio,4,3.93,14.15,12.88,1.82,2,0.9,0.05
2025-04-29,Brazil,60,Female,35000.0,Stracciatella,3,3.52,10.56,15.29,1.61,4,1.0,-0.1
2025-04-12,Spain,58,Female,60300.0,Stracciatella,2,3.67,7.34,15.33,1.13,4,1.0,0.05
2026-01-02,Spain,25,Male,24600.0,Stracciatella,1,3.67,3.3,15.34,0.51,1,0.9,0.05
2025-05-04,Australia,38,Female,25400.0,Vanilla,4,4.14,18.22,14.19,2.59,5,1.1,0.25
2025-09-07,France,28,Male,72300.0,Pistachio,4,4.03,16.12,12.89,2.08,9,1.0,0.15
2026-01-29,Canada,33,Male,71500.0,Pistachio,1,4.13,3.72,12.89,0.48,1,0.9,0.25
2026-01-24,Brazil,66,Female,48400.0,Mint,1,3.71,3.34,14.29,0.48,1,0.9,-0.1
2025-12-13,Netherlands,33,Female,23300.0,Pistachio,1,3.98,3.58,12.89,0.46,12,0.9,0.1
2025-06-01,France,43,Female,22400.0,Pistachio,1,4.03,4.84,12.88,0.62,6,1.2,0.15
2025-04-24,USA,45,Female,70500.0,Vanilla,1,4.19,4.19,14.14,0.59,4,1.0,0.3
2026-02-18,UK,23,Male,68600.0,Stracciatella,4,3.82,13.75,15.35,2.11,2,0.9,0.2
2025-06-01,USA,26,Male,35200.0,Stracciatella,1,3.92,4.7,15.21,0.71,6,1.2,0.3
2025-07-06,USA,21,Male,117100.0,Vanilla,2,4.19,10.06,14.24,1.43,7,1.2,0.3
2025-07-27,UK,25,Female,45700.0,Mint,2,4.01,9.62,14.33,1.38,7,1.2,0.2
2025-10-24,Brazil,18,Female,20900.0,Hazelnut,3,3.34,9.02,16.25,1.47,10,0.9,-0.1
2026-01-31,Brazil,45,Female,31600.0,Berry,1,3.68,3.31,14.12,0.47,1,0.9,-0.1
2025-04-06,Brazil,66,Male,36400.0,Mint,1,3.71,3.71,14.17,0.53,4,1.0,-0.1
2026-01-20,Netherlands,40,Female,37900.0,Hazelnut,1,3.54,3.19,16.13,0.51,1,0.9,0.1
2025-10-17,Germany,18,Male,67800.0,Salted Caramel,4,3.45,12.42,14.1,1.75,10,0.9,0.1
2025-07-18,Netherlands,29,Male,22500.0,Chocolate,1,3.72,4.46,13.36,0.6,7,1.2,0.1
2025-10-03,Australia,31,Female,18700.0,Cookies & Cream,1,3.33,3.0,13.0,0.39,10,0.9,0.25
2026-02-16,Germany,23,Male,49100.0,Vanilla,1,3.99,3.59,14.29,0.51,2,0.9,0.1
2026-02-03,Australia,50,Non-binary,28200.0,Coffee,1,3.9,3.51,12.2,0.43,2,0.9,0.25
2025-08-11,Spain,49,Female,122000.0,Cookies & Cream,1,3.13,3.76,12.97,0.49,8,1.2,0.05
2025-07-08,UK,21,Female,58200.0,Stracciatella,3,3.82,13.75,15.27,2.1,7,1.2,0.2
2025-05-20,France,48,Female,27900.0,Stracciatella,1,3.77,4.15,15.33,0.64,5,1.1,0.15
2025-04-05,UK,59,Male,66600.0,Mint,3,4.01,12.03,14.26,1.72,4,1.0,0.2
2025-07-18,Italy,64,Female,52300.0,Stracciatella,2,3.67,8.81,15.3,1.35,7,1.2,0.05
2025-03-30,Spain,78,Male,49900.0,Coffee,1,3.7,3.7,12.33,0.46,3,1.0,0.05
2025-09-10,UK,25,Male,34200.0,Coffee,1,3.85,3.85,12.33,0.47,9,1.0,0.2
2025-09-13,Brazil,77,Male,44800.0,Salted Caramel,1,3.25,3.25,14.03,0.46,9,1.0,-0.1
2025-08-16,UK,33,Female,12700.0,Vanilla,1,4.09,4.91,14.13,0.69,8,1.2,0.2
2025-03-29,Netherlands,29,Male,70200.0,Pistachio,3,3.98,11.94,12.89,1.54,3,1.0,0.1
2025-07-09,USA,42,Female,6500.0,Chocolate,4,3.92,18.82,13.35,2.51,7,1.2,0.3
2025-07-12,USA,29,Female,29100.0,Hazelnut,1,3.74,4.49,16.22,0.73,7,1.2,0.3
2025-05-29,UK,43,Male,16400.0,Cookies & Cream,2,3.28,7.22,12.98,0.94,5,1.1,0.2
2025-10-10,Canada,19,Female,28300.0,Cookies & Cream,1,3.33,3.0,13.0,0.39,10,0.9,0.25
2025-04-03,Canada,34,Male,35000.0,Chocolate,1,3.87,3.87,13.26,0.51,4,1.0,0.25
2025-11-05,Netherlands,55,Female,20000.0,Vanilla,6,3.99,21.55,14.23,3.07,11,0.9,0.1
2025-06-09,Australia,37,Prefer not to say,9100.0,Vanilla,4,4.14,19.87,14.19,2.82,6,1.2,0.25
2026-01-05,UK,39,Male,40300.0,Vanilla,1,4.09,3.68,14.29,0.53,1,0.9,0.2
2025-09-16,Netherlands,44,Male,103100.0,Coffee,4,3.75,15.0,12.26,1.84,9,1.0,0.1
2025-05-29,Australia,54,Female,30500.0,Pistachio,1,4.13,4.54,12.88,0.58,5,1.1,0.25
2026-01-23,USA,18,Male,58700.0,Vanilla,4,4.19,15.08,14.21,2.14,1,0.9,0.3
2025-11-05,Australia,46,Male,77000.0,Cookies & Cream,5,3.33,14.98,13.06,1.96,11,0.9,0.25
2025-04-23,Italy,34,Male,14000.0,Mint,1,3.86,3.86,14.17,0.55,4,1.0,0.05
2025-05-11,UK,40,Female,28900.0,Salted Caramel,1,3.55,3.9,14.09,0.55,5,1.1,0.2
2025-11-30,UK,52,Female,19200.0,Stracciatella,5,3.82,17.19,15.29,2.63,11,0.9,0.2
2025-10-05,UK,21,Female,24300.0,Chocolate,1,3.82,3.44,13.19,0.45,10,0.9,0.2
2025-06-18,UK,23,Female,85100.0,Chocolate,1,3.82,4.58,13.36,0.61,6,1.2,0.2
2026-01-07,Netherlands,18,Female,40600.0,Chocolate,1,3.72,3.35,13.19,0.44,1,0.9,0.1
2026-01-22,USA,30,Male,53900.0,Coffee,3,3.95,10.66,12.27,1.31,1,0.9,0.3
2025-04-22,Spain,56,Female,35500.0,Hazelnut,1,3.49,3.49,16.28,0.57,4,1.0,0.05
2025-10-11,Netherlands,36,Female,19800.0,Coffee,1,3.75,3.38,12.2,0.41,10,0.9,0.1
2025-07-09,Italy,19,Non-binary,51000.0,Cookies & Cream,4,3.13,15.02,13.06,1.96,7,1.2,0.05
2025-04-20,France,31,Female,67900.0,Vanilla,5,4.04,20.2,14.24,2.88,4,1.0,0.15
2025-03-16,France,18,Male,42600.0,Cookies & Cream,1,3.23,3.23,12.99,0.42,3,1.0,0.15
2025-04-05,France,22,Male,46400.0,Hazelnut,1,3.59,3.59,16.28,0.58,4,1.0,0.15
2025-04-04,Italy,43,Male,19600.0,Pistachio,4,3.93,15.72,12.89,2.03,4,1.0,0.05
2025-12-16,Germany,21,Male,51700.0,Coffee,1,3.75,3.38,12.2,0.41,12,0.9,0.1
2025-07-05,UK,53,Male,71200.0,Cookies & Cream,3,3.28,11.81,13.07,1.54,7,1.2,0.2
2025-10-13,Spain,37,Female,44500.0,Mint,2,3.86,6.95,14.29,0.99,10,0.9,0.05
2025-03-08,Brazil,39,Male,14800.0,Coffee,2,3.55,7.1,12.33,0.88,3,1.0,-0.1
2025-11-08,Spain,34,Male,82300.0,Chocolate,5,3.67,16.52,13.32,2.2,11,0.9,0.05
2025-05-14,USA,48,Female,22600.0,Vanilla,1,4.19,4.61,14.25,0.66,5,1.1,0.3
2026-01-27,Italy,48,Female,44100.0,Cookies & Cream,1,3.13,2.82,13.0,0.37,1,0.9,0.05
2026-01-20,Netherlands,42,Male,58500.0,Pistachio,6,3.98,21.49,12.89,2.77,1,0.9,0.1
2025-02-27,Italy,45,Male,62300.0,Chocolate,1,3.67,3.3,13.19,0.44,2,0.9,0.05
2025-03-18,USA,35,Female,14800.0,Chocolate,1,3.92,3.92,13.26,0.52,3,1.0,0.3
2026-02-02,Germany,45,Male,38500.0,Stracciatella,1,3.72,3.35,15.34,0.51,2,0.9,0.1
2025-09-14,France,33,Male,37300.0,Stracciatella,3,3.77,11.31,15.29,1.73,9,1.0,0.15
2025-07-13,Germany,38,Non-binary,74600.0,Stracciatella,3,3.72,13.39,15.27,2.04,7,1.2,0.1
2025-05-15,Australia,34,Male,45700.0,Hazelnut,1,3.69,4.06,16.4,0.67,5,1.1,0.25
2026-02-20,Canada,31,Male,74900.0,Vanilla,1,4.14,3.73,14.29,0.53,2,0.9,0.25
2025-08-14,France,28,Male,47600.0,Vanilla,1,4.04,4.85,14.13,0.69,8,1.2,0.15
2025-09-15,France,44,Male,35000.0,Hazelnut,4,3.59,14.36,16.28,2.34,9,1.0,0.15
2025-12-18,Canada,56,Male,40000.0,Vanilla,1,4.14,3.73,14.29,0.53,12,0.9,0.25
2025-02-28,Netherlands,54,Male,77800.0,Hazelnut,5,3.54,15.93,16.28,2.59,2,0.9,0.1
2025-11-17,Netherlands,20,Female,19000.0,Chocolate,2,3.72,6.7,13.34,0.89,11,0.9,0.1
2026-02-24,Canada,56,Female,57100.0,Coffee,1,3.9,3.51,12.2,0.43,2,0.9,0.25
2025-11-05,Netherlands,33,Female,26500.0,Mint,1,3.91,3.52,14.29,0.5,11,0.9,0.1
2025-10-29,Italy,46,Male,23800.0,Chocolate,1,3.67,3.3,13.19,0.44,10,0.9,0.05
2025-10-08,UK,25,Male,60600.0,Chocolate,1,3.82,3.44,13.19,0.45,10,0.9,0.2
2025-09-21,Germany,39,Male,23400.0,Vanilla,1,3.99,3.99,14.14,0.56,9,1.0,0.1
2025-04-03,Australia,42,Male,43900.0,Hazelnut,1,3.69,3.69,16.28,0.6,4,1.0,0.25
