date,product,region,units_sold,price_per_unit,revenue,cost,profit,profit_margin,age_group,gender
2025-10-31,Good Humor Strawberry Shortcake Bar,South,13,1.86,24.18,15.83,8.35,0.3451,<18,Female
2025-10-31,Good Humor Strawberry Shortcake Bar,South,21,1.86,39.06,25.58,13.48,0.3451,<18,Non-binary
2025-10-31,Good Humor Strawberry Shortcake Bar,South,20,1.86,37.2,24.36,12.84,0.3451,<18,Prefer not to say
2025-10-31,Good Humor Strawberry Shortcake Bar,South,325,1.86,604.5,395.87,208.63,0.3451,18-34,Male
2025-10-31,Good Humor Strawberry Shortcake Bar,South,44,1.86,81.84,53.59,28.25,0.3451,18-34,Female
2025-10-31,Good Humor Strawberry Shortcake Bar,South,74,1.86,137.64,90.14,47.5,0.3451,18-34,Non-binary
2025-10-31,Good Humor Strawberry Shortcake Bar,South,67,1.86,124.62,81.61,43.01,0.3451,18-34,Prefer not to say
2025-10-31,Good Humor Strawberry Shortcake Bar,South,66,1.86,122.76,80.39,42.37,0.3451,35-54,Male
2025-10-31,Good Humor Strawberry Shortcake Bar,South,9,1.86,16.74,10.96,5.78,0.3451,35-54,Female
2025-10-31,Good Humor Strawberry Shortcake Bar,South,15,1.86,27.9,18.27,9.63,0.3451,35-54,Non-binary
2025-10-31,Good Humor Strawberry Shortcake Bar,South,14,1.86,26.04,17.05,8.99,0.3451,35-54,Prefer not to say
2025-10-31,Good Humor Strawberry Shortcake Bar,South,553,1.86,1028.58,673.58,355.0,0.3451,55+,Male
2025-10-31,Good Humor Strawberry Shortcake Bar,South,75,1.86,139.5,91.35,48.15,0.3451,55+,Female
2025-10-31,Good Humor Strawberry Shortcake Bar,South,126,1.86,234.36,153.47,80.89,0.3451,55+,Non-binary
2025-10-31,Good Humor Strawberry Shortcake Bar,South,115,1.86,213.9,140.08,73.82,0.3451,55+,Prefer not to say
2025-10-31,Good Humor Strawberry Shortcake Bar,West,86,2.95,253.7,184.28,69.42,0.2736,<18,Male
2025-10-31,Good Humor Strawberry Shortcake Bar,West,13,2.95,38.35,27.86,10.49,0.2736,<18,Female
2025-10-31,Good Humor Strawberry Shortcake Bar,West,39,2.95,115.05,83.57,31.48,0.2736,<18,Non-binary
2025-10-31,Good Humor Strawberry Shortcake Bar,West,33,2.95,97.35,70.71,26.64,0.2736,<18,Prefer not to say
2025-10-31,Good Humor Strawberry Shortcake Bar,West,131,2.95,386.45,280.71,105.74,0.2736,18-34,Male
2025-10-31,Good Humor Strawberry Shortcake Bar,West,20,2.95,59.0,42.86,16.14,0.2736,18-34,Female
2025-10-31,Good Humor Strawberry Shortcake Bar,West,60,2.95,177.0,128.57,48.43,0.2736,18-34,Non-binary
2025-10-31,Good Humor Strawberry Shortcake Bar,West,50,2.95,147.5,107.14,40.36,0.2736,18-34,Prefer not to say
2025-10-31,Good Humor Strawberry Shortcake Bar,West,46,2.95,135.7,98.57,37.13,0.2736,35-54,Male
2025-10-31,Good Humor Strawberry Shortcake Bar,West,7,2.95,20.65,15.0,5.65,0.2736,35-54,Female
2025-10-31,Good Humor Strawberry Shortcake Bar,West,21,2.95,61.95,45.0,16.95,0.2736,35-54,Non-binary
2025-10-31,Good Humor Strawberry Shortcake Bar,West,17,2.95,50.15,36.43,13.72,0.2736,35-54,Prefer not to say
2025-10-31,Good Humor Strawberry Shortcake Bar,West,18,2.95,53.1,38.57,14.53,0.2736,55+,Male
2025-10-31,Good Humor Strawberry Shortcake Bar,West,3,2.95,8.85,6.43,2.42,0.2736,55+,Female
2025-10-31,Good Humor Strawberry Shortcake Bar,West,8,2.95,23.6,17.14,6.46,0.2736,55+,Non-binary
2025-10-31,Good Humor Strawberry Shortcake Bar,West,7,2.95,20.65,15.0,5.65,0.2736,55+,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,12,2.63,31.56,25.06,6.5,0.2059,<18,Male
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,282,2.63,741.66,588.96,152.7,0.2059,<18,Female
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,83,2.63,218.29,173.35,44.94,0.2059,<18,Non-binary
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,8,2.63,21.04,16.71,4.33,0.2059,<18,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,11,2.63,28.93,22.97,5.96,0.2059,18-34,Male
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,265,2.63,696.95,553.46,143.49,0.2059,18-34,Female
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,78,2.63,205.14,162.91,42.23,0.2059,18-34,Non-binary
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,7,2.63,18.41,14.62,3.79,0.2059,18-34,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,4,2.63,10.52,8.35,2.17,0.2059,35-54,Male
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,88,2.63,231.44,183.79,47.65,0.2059,35-54,Female
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,26,2.63,68.38,54.3,14.08,0.2059,35-54,Non-binary
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,2,2.63,5.26,4.18,1.08,0.2059,35-54,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,11,2.63,28.93,22.97,5.96,0.2059,55+,Male
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,254,2.63,668.02,530.49,137.53,0.2059,55+,Female
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,75,2.63,197.25,156.64,40.61,0.2059,55+,Non-binary
2025-10-31,Good Humor Chocolate Eclair Bar,Northeast,7,2.63,18.41,14.62,3.79,0.2059,55+,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,Midwest,256,2.08,532.48,388.62,143.86,0.2702,<18,Male
2025-10-31,Good Humor Chocolate Eclair Bar,Midwest,208,2.08,432.64,315.76,116.88,0.2702,<18,Female
2025-10-31,Good Humor Chocolate Eclair Bar,Midwest,35,2.08,72.8,53.13,19.67,0.2702,<18,Non-binary
2025-10-31,Good Humor Chocolate Eclair Bar,Midwest,221,2.08,459.68,335.49,124.19,0.2702,<18,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,Midwest,167,2.08,347.36,253.52,93.84,0.2702,18-34,Male
2025-10-31,Good Humor Chocolate Eclair Bar,Midwest,136,2.08,282.88,206.46,76.42,0.2702,18-34,Female
2025-10-31,Good Humor Chocolate Eclair Bar,Midwest,23,2.08,47.84,34.92,12.92,0.2702,18-34,Non-binary
2025-10-31,Good Humor Chocolate Eclair Bar,Midwest,145,2.08,301.6,220.12,81.48,0.2702,18-34,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,Midwest,98,2.08,203.84,148.77,55.07,0.2702,35-54,Male
2025-10-31,Good Humor Chocolate Eclair Bar,Midwest,79,2.08,164.32,119.93,44.39,0.2702,35-54,Female
2025-10-31,Good Humor Chocolate Eclair Bar,Midwest,13,2.08,27.04,19.73,7.31,0.2702,35-54,Non-binary
2025-10-31,Good Humor Chocolate Eclair Bar,Midwest,85,2.08,176.8,129.04,47.76,0.2702,35-54,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,Midwest,2,2.08,4.16,3.04,1.12,0.2702,55+,Male
2025-10-31,Good Humor Chocolate Eclair Bar,Midwest,2,2.08,4.16,3.04,1.12,0.2702,55+,Female
2025-10-31,Good Humor Chocolate Eclair Bar,Midwest,2,2.08,4.16,3.04,1.12,0.2702,55+,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,South,14,2.29,32.06,19.87,12.19,0.3802,<18,Male
2025-10-31,Good Humor Chocolate Eclair Bar,South,495,2.29,1133.55,702.62,430.93,0.3802,<18,Female
2025-10-31,Good Humor Chocolate Eclair Bar,South,28,2.29,64.12,39.74,24.38,0.3802,<18,Non-binary
2025-10-31,Good Humor Chocolate Eclair Bar,South,153,2.29,350.37,217.17,133.2,0.3802,<18,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,South,7,2.29,16.03,9.94,6.09,0.3802,18-34,Male
2025-10-31,Good Humor Chocolate Eclair Bar,South,261,2.29,597.69,370.47,227.22,0.3802,18-34,Female
2025-10-31,Good Humor Chocolate Eclair Bar,South,15,2.29,34.35,21.29,13.06,0.3802,18-34,Non-binary
2025-10-31,Good Humor Chocolate Eclair Bar,South,81,2.29,185.49,114.97,70.52,0.3802,18-34,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,South,2,2.29,4.58,2.84,1.74,0.3802,35-54,Male
2025-10-31,Good Humor Chocolate Eclair Bar,South,76,2.29,174.04,107.88,66.16,0.3802,35-54,Female
2025-10-31,Good Humor Chocolate Eclair Bar,South,4,2.29,9.16,5.68,3.48,0.3802,35-54,Non-binary
2025-10-31,Good Humor Chocolate Eclair Bar,South,23,2.29,52.67,32.65,20.02,0.3802,35-54,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,South,1,2.29,2.29,1.42,0.87,0.3802,55+,Male
2025-10-31,Good Humor Chocolate Eclair Bar,South,49,2.29,112.21,69.55,42.66,0.3802,55+,Female
2025-10-31,Good Humor Chocolate Eclair Bar,South,3,2.29,6.87,4.26,2.61,0.3802,55+,Non-binary
2025-10-31,Good Humor Chocolate Eclair Bar,South,15,2.29,34.35,21.29,13.06,0.3802,55+,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,West,16,2.94,47.04,34.91,12.13,0.2579,<18,Male
2025-10-31,Good Humor Chocolate Eclair Bar,West,51,2.94,149.94,111.27,38.67,0.2579,<18,Female
2025-10-31,Good Humor Chocolate Eclair Bar,West,4,2.94,11.76,8.73,3.03,0.2579,<18,Non-binary
2025-10-31,Good Humor Chocolate Eclair Bar,West,5,2.94,14.7,10.91,3.79,0.2579,<18,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,West,16,2.94,47.04,34.91,12.13,0.2579,18-34,Male
2025-10-31,Good Humor Chocolate Eclair Bar,West,49,2.94,144.06,106.91,37.15,0.2579,18-34,Female
2025-10-31,Good Humor Chocolate Eclair Bar,West,4,2.94,11.76,8.73,3.03,0.2579,18-34,Non-binary
2025-10-31,Good Humor Chocolate Eclair Bar,West,5,2.94,14.7,10.91,3.79,0.2579,18-34,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,West,15,2.94,44.1,32.73,11.37,0.2579,35-54,Male
2025-10-31,Good Humor Chocolate Eclair Bar,West,47,2.94,138.18,102.55,35.63,0.2579,35-54,Female
2025-10-31,Good Humor Chocolate Eclair Bar,West,4,2.94,11.76,8.73,3.03,0.2579,35-54,Non-binary
2025-10-31,Good Humor Chocolate Eclair Bar,West,5,2.94,14.7,10.91,3.79,0.2579,35-54,Prefer not to say
2025-10-31,Good Humor Chocolate Eclair Bar,West,110,2.94,323.4,240.0,83.4,0.2579,55+,Male
2025-10-31,Good Humor Chocolate Eclair Bar,West,349,2.94,1026.06,761.47,264.59,0.2579,55+,Female
2025-10-31,Good Humor Chocolate Eclair Bar,West,31,2.94,91.14,67.64,23.5,0.2579,55+,Non-binary
2025-10-31,Good Humor Chocolate Eclair Bar,West,35,2.94,102.9,76.37,26.53,0.2579,55+,Prefer not to say
2025-11-30,Good Humor Classic Bar,Northeast,53,2.77,146.81,110.34,36.47,0.2484,<18,Male
2025-11-30,Good Humor Classic Bar,Northeast,5,2.77,13.85,10.41,3.44,0.2484,<18,Female
2025-11-30,Good Humor Classic Bar,Northeast,96,2.77,265.92,199.86,66.06,0.2484,<18,Non-binary
2025-11-30,Good Humor Classic Bar,Northeast,15,2.77,41.55,31.23,10.32,0.2484,<18,Prefer not to say
2025-11-30,Good Humor Classic Bar,Northeast,36,2.77,99.72,74.95,24.77,0.2484,18-34,Male
2025-11-30,Good Humor Classic Bar,Northeast,3,2.77,8.31,6.25,2.06,0.2484,18-34,Female
2025-11-30,Good Humor Classic Bar,Northeast,65,2.77,180.05,135.32,44.73,0.2484,18-34,Non-binary
2025-11-30,Good Humor Classic Bar,Northeast,10,2.77,27.7,20.82,6.88,0.2484,18-34,Prefer not to say
2025-11-30,Good Humor Classic Bar,Northeast,488,2.77,1351.76,1015.95,335.81,0.2484,35-54,Male
2025-11-30,Good Humor Classic Bar,Northeast,46,2.77,127.42,95.77,31.65,0.2484,35-54,Female
2025-11-30,Good Humor Classic Bar,Northeast,880,2.77,2437.6,1832.04,605.56,0.2484,35-54,Non-binary
2025-11-30,Good Humor Classic Bar,Northeast,138,2.77,382.26,287.3,94.96,0.2484,35-54,Prefer not to say
2025-11-30,Good Humor Classic Bar,Northeast,17,2.77,47.09,35.39,11.7,0.2484,55+,Male
2025-11-30,Good Humor Classic Bar,Northeast,2,2.77,5.54,4.16,1.38,0.2484,55+,Female
2025-11-30,Good Humor Classic Bar,Northeast,30,2.77,83.1,62.46,20.64,0.2484,55+,Non-binary
2025-11-30,Good Humor Classic Bar,Northeast,5,2.77,13.85,10.41,3.44,0.2484,55+,Prefer not to say
2025-11-30,Good Humor Classic Bar,Midwest,38,2.03,77.14,52.91,24.23,0.3141,<18,Male
2025-11-30,Good Humor Classic Bar,Midwest,1,2.03,2.03,1.39,0.64,0.3141,<18,Female
2025-11-30,Good Humor Classic Bar,Midwest,17,2.03,34.51,23.67,10.84,0.3141,<18,Non-binary
2025-11-30,Good Humor Classic Bar,Midwest,239,2.03,485.17,332.75,152.42,0.3141,<18,Prefer not to say
2025-11-30,Good Humor Classic Bar,Midwest,126,2.03,255.78,175.43,80.35,0.3141,18-34,Male
2025-11-30,Good Humor Classic Bar,Midwest,4,2.03,8.12,5.57,2.55,0.3141,18-34,Female
2025-11-30,Good Humor Classic Bar,Midwest,58,2.03,117.74,80.75,36.99,0.3141,18-34,Non-binary
2025-11-30,Good Humor Classic Bar,Midwest,797,2.03,1617.91,1109.64,508.27,0.3141,18-34,Prefer not to say
2025-11-30,Good Humor Classic Bar,Midwest,3,2.03,6.09,4.18,1.91,0.3141,35-54,Male
2025-11-30,Good Humor Classic Bar,Midwest,2,2.03,4.06,2.78,1.28,0.3141,35-54,Non-binary
2025-11-30,Good Humor Classic Bar,Midwest,21,2.03,42.63,29.24,13.39,0.3141,35-54,Prefer not to say
2025-11-30,Good Humor Classic Bar,Midwest,82,2.03,166.46,114.17,52.29,0.3141,55+,Male
2025-11-30,Good Humor Classic Bar,Midwest,3,2.03,6.09,4.18,1.91,0.3141,55+,Female
2025-11-30,Good Humor Classic Bar,Midwest,37,2.03,75.11,51.51,23.6,0.3141,55+,Non-binary
2025-11-30,Good Humor Classic Bar,Midwest,517,2.03,1049.51,719.81,329.7,0.3141,55+,Prefer not to say
2025-11-30,Good Humor Classic Bar,South,68,2.09,142.12,99.86,42.26,0.2973,<18,Male
2025-11-30,Good Humor Classic Bar,South,30,2.09,62.7,44.06,18.64,0.2973,<18,Non-binary
2025-11-30,Good Humor Classic Bar,South,69,2.09,144.21,101.33,42.88,0.2973,<18,Prefer not to say
2025-11-30,Good Humor Classic Bar,South,51,2.09,106.59,74.9,31.69,0.2973,18-34,Male
2025-11-30,Good Humor Classic Bar,South,23,2.09,48.07,33.78,14.29,0.2973,18-34,Non-binary
2025-11-30,Good Humor Classic Bar,South,51,2.09,106.59,74.9,31.69,0.2973,18-34,Prefer not to say
2025-11-30,Good Humor Classic Bar,South,223,2.09,466.07,327.49,138.58,0.2973,35-54,Male
2025-11-30,Good Humor Classic Bar,South,100,2.09,209.0,146.86,62.14,0.2973,35-54,Non-binary
2025-11-30,Good Humor Classic Bar,South,224,2.09,468.16,328.96,139.2,0.2973,35-54,Prefer not to say
2025-11-30,Good Humor Classic Bar,South,432,2.09,902.88,634.42,268.46,0.2973,55+,Male
2025-11-30,Good Humor Classic Bar,South,1,2.09,2.09,1.47,0.62,0.2973,55+,Female
2025-11-30,Good Humor Classic Bar,South,193,2.09,403.37,283.43,119.94,0.2973,55+,Non-binary
2025-11-30,Good Humor Classic Bar,South,433,2.09,904.97,635.89,269.08,0.2973,55+,Prefer not to say
2025-11-30,Good Humor Classic Bar,West,31,2.62,81.22,61.4,19.82,0.244,<18,Male
2025-11-30,Good Humor Classic Bar,West,3,2.62,7.86,5.94,1.92,0.244,<18,Female
2025-11-30,Good Humor Classic Bar,West,4,2.62,10.48,7.92,2.56,0.244,<18,Non-binary
2025-11-30,Good Humor Classic Bar,West,2,2.62,5.24,3.96,1.28,0.244,<18,Prefer not to say
2025-11-30,Good Humor Classic Bar,West,5,2.62,13.1,9.9,3.2,0.244,18-34,Male
2025-11-30,Good Humor Classic Bar,West,1,2.62,2.62,1.98,0.64,0.244,18-34,Non-binary
2025-11-30,Good Humor Classic Bar,West,538,2.62,1409.56,1065.59,343.97,0.244,35-54,Male
2025-11-30,Good Humor Classic Bar,West,53,2.62,138.86,104.97,33.89,0.244,35-54,Female
2025-11-30,Good Humor Classic Bar,West,67,2.62,175.54,132.7,42.84,0.244,35-54,Non-binary
2025-11-30,Good Humor Classic Bar,West,38,2.62,99.56,75.26,24.3,0.244,35-54,Prefer not to say
2025-11-30,Good Humor Classic Bar,West,199,2.62,521.38,394.15,127.23,0.244,55+,Male
2025-11-30,Good Humor Classic Bar,West,20,2.62,52.4,39.61,12.79,0.244,55+,Female
2025-11-30,Good Humor Classic Bar,West,25,2.62,65.5,49.52,15.98,0.244,55+,Non-binary
2025-11-30,Good Humor Classic Bar,West,14,2.62,36.68,27.73,8.95,0.244,55+,Prefer not to say
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,1,2.14,2.14,1.6,0.54,0.2524,<18,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,27,2.14,57.78,43.2,14.58,0.2524,<18,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,18,2.14,38.52,28.8,9.72,0.2524,<18,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,4,2.14,8.56,6.4,2.16,0.2524,<18,Prefer not to say
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,1,2.14,2.14,1.6,0.54,0.2524,18-34,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,47,2.14,100.58,75.2,25.38,0.2524,18-34,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,31,2.14,66.34,49.6,16.74,0.2524,18-34,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,8,2.14,17.12,12.8,4.32,0.2524,18-34,Prefer not to say
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,3,2.14,6.42,4.8,1.62,0.2524,35-54,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,131,2.14,280.34,209.59,70.75,0.2524,35-54,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,86,2.14,184.04,137.59,46.45,0.2524,35-54,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,22,2.14,47.08,35.2,11.88,0.2524,35-54,Prefer not to say
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,3,2.14,6.42,4.8,1.62,0.2524,55+,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,115,2.14,246.1,183.99,62.11,0.2524,55+,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,76,2.14,162.64,121.59,41.05,0.2524,55+,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,Northeast,19,2.14,40.66,30.4,10.26,0.2524,55+,Prefer not to say
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,48,1.7,81.6,53.98,27.62,0.3384,<18,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,184,1.7,312.8,206.94,105.86,0.3384,<18,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,38,1.7,64.6,42.74,21.86,0.3384,<18,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,144,1.7,244.8,161.95,82.85,0.3384,<18,Prefer not to say
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,56,1.7,95.2,62.98,32.22,0.3384,18-34,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,217,1.7,368.9,244.05,124.85,0.3384,18-34,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,45,1.7,76.5,50.61,25.89,0.3384,18-34,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,170,1.7,289.0,191.19,97.81,0.3384,18-34,Prefer not to say
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,3,1.7,5.1,3.37,1.73,0.3384,35-54,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,11,1.7,18.7,12.37,6.33,0.3384,35-54,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,2,1.7,3.4,2.25,1.15,0.3384,35-54,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,8,1.7,13.6,9.0,4.6,0.3384,35-54,Prefer not to say
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,33,1.7,56.1,37.11,18.99,0.3384,55+,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,126,1.7,214.2,141.71,72.49,0.3384,55+,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,26,1.7,44.2,29.24,14.96,0.3384,55+,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,Midwest,98,1.7,166.6,110.22,56.38,0.3384,55+,Prefer not to say
2025-11-30,Good Humor Strawberry Shortcake Bar,South,24,2.26,54.24,34.58,19.66,0.3625,<18,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,South,31,2.26,70.06,44.67,25.39,0.3625,<18,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,South,50,2.26,113.0,72.04,40.96,0.3625,<18,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,South,18,2.26,40.68,25.94,14.74,0.3625,<18,Prefer not to say
2025-11-30,Good Humor Strawberry Shortcake Bar,South,95,2.26,214.7,136.88,77.82,0.3625,18-34,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,South,124,2.26,280.24,178.67,101.57,0.3625,18-34,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,South,197,2.26,445.22,283.85,161.37,0.3625,18-34,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,South,72,2.26,162.72,103.74,58.98,0.3625,18-34,Prefer not to say
2025-11-30,Good Humor Strawberry Shortcake Bar,South,11,2.26,24.86,15.85,9.01,0.3625,35-54,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,South,15,2.26,33.9,21.61,12.29,0.3625,35-54,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,South,24,2.26,54.24,34.58,19.66,0.3625,35-54,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,South,9,2.26,20.34,12.97,7.37,0.3625,35-54,Prefer not to say
2025-11-30,Good Humor Strawberry Shortcake Bar,South,25,2.26,56.5,36.02,20.48,0.3625,55+,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,South,32,2.26,72.32,46.11,26.21,0.3625,55+,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,South,52,2.26,117.52,74.92,42.6,0.3625,55+,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,South,19,2.26,42.94,27.38,15.56,0.3625,55+,Prefer not to say
2025-11-30,Good Humor Strawberry Shortcake Bar,West,1,1.64,1.64,1.09,0.55,0.3352,<18,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,West,2,1.64,3.28,2.18,1.1,0.3352,<18,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,West,2,1.64,3.28,2.18,1.1,0.3352,<18,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,West,22,1.64,36.08,23.99,12.09,0.3352,18-34,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,West,74,1.64,121.36,80.69,40.67,0.3352,18-34,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,West,49,1.64,80.36,53.43,26.93,0.3352,18-34,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,West,5,1.64,8.2,5.45,2.75,0.3352,18-34,Prefer not to say
2025-11-30,Good Humor Strawberry Shortcake Bar,West,129,1.64,211.56,140.66,70.9,0.3352,35-54,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,West,434,1.64,711.76,473.21,238.55,0.3352,35-54,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,West,287,1.64,470.68,312.93,157.75,0.3352,35-54,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,West,32,1.64,52.48,34.89,17.59,0.3352,35-54,Prefer not to say
2025-11-30,Good Humor Strawberry Shortcake Bar,West,29,1.64,47.56,31.62,15.94,0.3352,55+,Male
2025-11-30,Good Humor Strawberry Shortcake Bar,West,97,1.64,159.08,105.76,53.32,0.3352,55+,Female
2025-11-30,Good Humor Strawberry Shortcake Bar,West,64,1.64,104.96,69.78,35.18,0.3352,55+,Non-binary
2025-11-30,Good Humor Strawberry Shortcake Bar,West,7,1.64,11.48,7.63,3.85,0.3352,55+,Prefer not to say
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,174,1.93,335.82,230.08,105.74,0.3149,<18,Male
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,50,1.93,96.5,66.11,30.39,0.3149,<18,Female
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,168,1.93,324.24,222.14,102.1,0.3149,<18,Non-binary
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,323,1.93,623.39,427.09,196.3,0.3149,<18,Prefer not to say
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,7,1.93,13.51,9.26,4.25,0.3149,18-34,Male
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,2,1.93,3.86,2.64,1.22,0.3149,18-34,Female
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,7,1.93,13.51,9.26,4.25,0.3149,18-34,Non-binary
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,13,1.93,25.09,17.19,7.9,0.3149,18-34,Prefer not to say
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,30,1.93,57.9,39.67,18.23,0.3149,35-54,Male
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,9,1.93,17.37,11.9,5.47,0.3149,35-54,Female
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,29,1.93,55.97,38.35,17.62,0.3149,35-54,Non-binary
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,56,1.93,108.08,74.05,34.03,0.3149,35-54,Prefer not to say
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,177,1.93,341.61,234.04,107.57,0.3149,55+,Male
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,51,1.93,98.43,67.44,30.99,0.3149,55+,Female
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,170,1.93,328.1,224.79,103.31,0.3149,55+,Non-binary
2025-11-30,Good Humor Chocolate Eclair Bar,Northeast,327,1.93,631.11,432.38,198.73,0.3149,55+,Prefer not to say
2025-11-30,Good Humor Chocolate Eclair Bar,Midwest,166,1.98,328.68,227.91,100.77,0.3066,<18,Male
2025-11-30,Good Humor Chocolate Eclair Bar,Midwest,30,1.98,59.4,41.19,18.21,0.3066,<18,Female
2025-11-30,Good Humor Chocolate Eclair Bar,Midwest,25,1.98,49.5,34.32,15.18,0.3066,<18,Non-binary
2025-11-30,Good Humor Chocolate Eclair Bar,Midwest,158,1.98,312.84,216.93,95.91,0.3066,<18,Prefer not to say
2025-11-30,Good Humor Chocolate Eclair Bar,Midwest,1,1.98,1.98,1.37,0.61,0.3066,18-34,Male
